name,latitude,longitude,type,color,country
Pafos FC,34.74358731,32.44039536,First tier,e41a1c,Cyprus
1. FC Slovácko,49.065556,17.471461,First tier,e41a1c,Czech Republic
1. FK Příbram,49.676944,13.976389,First tier,e41a1c,Czech Republic
Baník Ostrava,49.804325,18.255993,First tier,e41a1c,Czech Republic
Bohemians 1905,50.066992,14.454206,First tier,e41a1c,Czech Republic
Dukla Prague,50.111707,14.387554,First tier,e41a1c,Czech Republic
FC Fastav Zlín,49.231311,17.669425,First tier,e41a1c,Czech Republic
FK Jablonec,50.714964,15.162225,First tier,e41a1c,Czech Republic
FK Mladá Boleslav,50.427083,14.914783,First tier,e41a1c,Czech Republic
FK Teplice,50.640075,13.817936,First tier,e41a1c,Czech Republic
Sigma Olomouc,49.600143,17.248226,First tier,e41a1c,Czech Republic
Slavia Prague,50.067447,14.471519,First tier,e41a1c,Czech Republic
Slovan Liberec,50.776214,15.049972,First tier,e41a1c,Czech Republic
Sparta Prague,50.099803,14.415911,First tier,e41a1c,Czech Republic
Viktoria Plzeň,49.750031,13.385202,First tier,e41a1c,Czech Republic
Vysočina Jihlava,49.402198,15.573252,First tier,e41a1c,Czech Republic
Zbrojovka Brno,49.227208,16.586512,First tier,e41a1c,Czech Republic
1. SC Znojmo,49.22719706,16.5865016,Second tier,377eb8,Czech Republic
Baník Sokolov,50.17099904,12.6566872,Second tier,377eb8,Czech Republic
Dynamo České Budějovice,48.96706164,14.46727753,Second tier,377eb8,Czech Republic
FC Graffin Vlašim,49.70274445,14.89164323,Second tier,377eb8,Czech Republic
FK Fotbal Třinec,49.66862774,18.66780996,Second tier,377eb8,Czech Republic
FK MAS Táborsko,49.37356447,14.68708456,Second tier,377eb8,Czech Republic
FK Slavoj Vyšehrad,50.0598423,14.42557722,Second tier,377eb8,Czech Republic
FK Ústí nad Labem,50.67577639,14.01636332,Second tier,377eb8,Czech Republic
FK Varnsdorf,50.91490222,14.61891353,Second tier,377eb8,Czech Republic
Fotbal Frýdek-Místek,49.69553786,18.3439225,Second tier,377eb8,Czech Republic
Hradec Králové,50.20643753,15.84540188,Second tier,377eb8,Czech Republic
MFK Karviná,49.84533394,18.56136918,Second tier,377eb8,Czech Republic
Pardubice,50.02965747,15.78181207,Second tier,377eb8,Czech Republic
SFC Opava,49.9497115,17.89003104,Second tier,377eb8,Czech Republic
Sigma Olomouc II,49.60012082,17.24824548,Second tier,377eb8,Czech Republic
AaB,57.052033,9.898627,First tier,e41a1c,Denmark
AGF,56.13203,10.196547,First tier,e41a1c,Denmark
Brøndby IF,55.648986,12.418605,First tier,e41a1c,Denmark
Esbjerg fB,55.481934,8.439465,First tier,e41a1c,Denmark
FC Copenhagen,55.702646,12.572383,First tier,e41a1c,Denmark
FC Midtjylland,56.116853,8.951772,First tier,e41a1c,Denmark
FC Nordsjælland,55.816069,12.353065,First tier,e41a1c,Denmark
Hobro IK,56.634983,9.819905,First tier,e41a1c,Denmark
OB,55.397715,10.350117,First tier,e41a1c,Denmark
Randers FC,56.465937,10.010315,First tier,e41a1c,Denmark
SønderjyskE,55.261313,9.48778,First tier,e41a1c,Denmark
Viborg FF,56.455896,9.402071,First tier,e41a1c,Denmark
AC Horsens,55.87166626,9.857617021,Second tier,377eb8,Denmark
FC Fredericia,55.57826583,9.728597403,Second tier,377eb8,Denmark
FC Helsingør,56.04542026,12.58616388,Second tier,377eb8,Denmark
FC Roskilde,55.637291,12.07324237,Second tier,377eb8,Denmark
FC Vestsjælland,55.40052127,11.36439621,Second tier,377eb8,Denmark
HB Køge,55.4135717,12.13414729,Second tier,377eb8,Denmark
Lyngby Boldklub,55.78132385,12.50566408,Second tier,377eb8,Denmark
Næstved BK,55.22304777,11.7663306,Second tier,377eb8,Denmark
Silkeborg IF,56.15783898,9.553288221,Second tier,377eb8,Denmark
Skive IK,56.56824062,9.037869573,Second tier,377eb8,Denmark
Vejle Boldklub,55.7138159,9.55634594,Second tier,377eb8,Denmark
Vendsyssel FF,57.45770618,9.998449087,Second tier,377eb8,Denmark
Barcelona SC,-2.185872239,-79.9249470234,First tier,e41a1c,Ecuador
CD Cuenca,-2.9066639616,-79.0057915449,First tier,e41a1c,Ecuador
CD El Nacional / CD Universidad Católica del Ecuador / SD Quito,-0.1775887745,-78.4765005112,First tier,e41a1c,Ecuador
CD River Plate Ecuador,-2.0501433604,-79.9096369743,First tier,e41a1c,Ecuador
CS Emelec,-2.2066119263,-79.8937636614,First tier,e41a1c,Ecuador
CSD Independiente del Valle,-0.3290837791,-78.4451508522,First tier,e41a1c,Ecuador
LDU de Loja,-3.9920131341,-79.2077350616,First tier,e41a1c,Ecuador
Liga Deportiva Universitaria de Quito,-0.1076906285,-78.4890478849,First tier,e41a1c,Ecuador
Mushuc Runa SC,-1.2447635537,-78.6230617762,First tier,e41a1c,Ecuador
SD Aucas,-0.2788842633,-78.5462003946,First tier,e41a1c,Ecuador
Al Ahly,30.05115378,31.29699647,First tier,e41a1c,Egypt
Al Ittihad / Haras El Hodood,31.15095457,29.84841585,First tier,e41a1c,Egypt
Al Masry,29.95760702,32.54257679,First tier,e41a1c,Egypt
Al Mokawloon / Wadi Degla,30.0511537791,31.2969964743,First tier,e41a1c,Egypt
Aswan FC,24.066167,32.884472,First tier,e41a1c,Egypt
El Daklyeh / El Shorta,30.0694653625,31.2886869907,First tier,e41a1c,Egypt
El Entag El Harby,30.1744080346,31.4350955164,First tier,e41a1c,Egypt
El Geish,30.11107632,31.36756539,First tier,e41a1c,Egypt
ENPPI,30.0271263,31.44588053,First tier,e41a1c,Egypt
Ghazl El Mehalla,30.96082943,31.17291749,First tier,e41a1c,Egypt
Ismaily,30.60098964,32.27381945,First tier,e41a1c,Egypt
Misr Lel Makasa,30.0624271323,31.2028563023,First tier,e41a1c,Egypt
Petrojet,29.9576070163,32.5425767899,First tier,e41a1c,Egypt
Smouha,31.1509545721,29.8484158516,First tier,e41a1c,Egypt
Zamalek,30.0691078919,31.3123387098,First tier,e41a1c,Egypt
AD Isidro Metapán,14.3320538581,-89.449224472,First tier,e41a1c,El Salvador
Alianza FC,13.6810676346,-89.2223846912,First tier,e41a1c,El Salvador
CD Águila / CD Dragon,13.4825918524,-88.1691348553,First tier,e41a1c,El Salvador
CD Atlético Marte Quezaltepeque,13.6810676346,-89.2223846912,First tier,e41a1c,El Salvador
CD Chalatenango,14.042713,-88.967929,First tier,e41a1c,El Salvador
CD FAS,13.9764082641,-89.5688349009,First tier,e41a1c,El Salvador
CD Juventud Independiente,13.878967,-89.361543,First tier,e41a1c,El Salvador
CD Universidad de El Salvador,13.6810676346,-89.2223846912,First tier,e41a1c,El Salvador
Club Deportivo Pasaquina Futbol Club,13.5816118703,-87.8356397981,First tier,e41a1c,El Salvador
Santa Tecla FC,13.6716489735,-89.2994445562,First tier,e41a1c,El Salvador
Sonsonate FC,13.7280677424,-89.7237410407,First tier,e41a1c,El Salvador
Arsenal,51.555059,-0.108223,First tier,e41a1c,England
Aston Villa,52.509095,-1.884718,First tier,e41a1c,England
Bournemouth,50.735251,-1.838254,First tier,e41a1c,England
Chelsea,51.481666,-0.190924,First tier,e41a1c,England
Crystal Palace,51.398277,-0.085474,First tier,e41a1c,England
Everton,53.438777,-2.966309,First tier,e41a1c,England
Leicester City,52.620311,-1.142167,First tier,e41a1c,England
Liverpool,53.430852,-2.960841,First tier,e41a1c,England
Manchester City,53.483129,-2.200374,First tier,e41a1c,England
Manchester United,53.463062,-2.291319,First tier,e41a1c,England
Newcastle United,54.975553,-1.621646,First tier,e41a1c,England
Norwich City,52.622074,1.309123,First tier,e41a1c,England
Southampton,50.905806,-1.390881,First tier,e41a1c,England
Stoke City,52.98839,-2.175389,First tier,e41a1c,England
Sunderland,54.914422,-1.388199,First tier,e41a1c,England
Swansea City,51.642754,-3.934523,First tier,e41a1c,England
Tottenham Hotspur,51.603216,-0.065567,First tier,e41a1c,England
Watford,51.649916,-0.401577,First tier,e41a1c,England
West Bromwich Albion,52.50906,-1.963946,First tier,e41a1c,England
West Ham United,51.53192,0.039402,First tier,e41a1c,England
Birmingham City,52.475703,-1.868189,Second tier,377eb8,England
Blackburn Rovers,53.728611,-2.489167,Second tier,377eb8,England
Bolton Wanderers,53.580556,-2.535556,Second tier,377eb8,England
Brentford,51.488183,-0.302639,Second tier,377eb8,England
Brighton & Hove Albion,50.861582,-0.083686,Second tier,377eb8,England
Bristol City,51.44,-2.620278,Second tier,377eb8,England
Burnley,53.789167,-2.230278,Second tier,377eb8,England
Cardiff City,51.472778,-3.203056,Second tier,377eb8,England
Charlton Athletic,51.486389,0.036389,Second tier,377eb8,England
Derby County,52.915,-1.447222,Second tier,377eb8,England
Fulham,51.475,-0.221667,Second tier,377eb8,England
Huddersfield Town,53.654167,-1.768333,Second tier,377eb8,England
Hull City,53.746111,-0.367778,Second tier,377eb8,England
Ipswich Town,52.055061,1.144831,Second tier,377eb8,England
Leeds United,53.777778,-1.572222,Second tier,377eb8,England
Middlesbrough,54.578333,-1.216944,Second tier,377eb8,England
Milton Keynes Dons,52.009444,-0.733333,Second tier,377eb8,England
Nottingham Forest,52.94,-1.132778,Second tier,377eb8,England
Preston North End,53.772222,-2.688056,Second tier,377eb8,England
Queens Park Rangers,51.509167,-0.232222,Second tier,377eb8,England
Reading,51.422222,-0.982778,Second tier,377eb8,England
Rotherham United,53.4269,-1.362848,Second tier,377eb8,England
Sheffield Wednesday,53.411389,-1.500556,Second tier,377eb8,England
Wolverhampton Wanderers,52.590278,-2.130278,Second tier,377eb8,England
Barnsley,53.552222,-1.4675,Third tier,4daf4a,England
Blackpool,53.804722,-3.048056,Third tier,4daf4a,England
Bradford City,53.804167,-1.758889,Third tier,4daf4a,England
Burton Albion,52.821906,-1.626958,Third tier,4daf4a,England
Bury,53.580506,-2.294822,Third tier,4daf4a,England
Chesterfield,53.253578,-1.425775,Third tier,4daf4a,England
Colchester United,51.923394,0.897703,Third tier,4daf4a,England
Coventry City,52.448056,-1.495556,Third tier,4daf4a,England
Crewe Alexandra,53.087419,-2.435747,Third tier,4daf4a,England
Doncaster Rovers,53.509722,-1.113889,Third tier,4daf4a,England
Fleetwood Town,53.9165,-3.0247,Third tier,4daf4a,England
Gillingham,51.38425,0.560753,Third tier,4daf4a,England
Millwall,51.485953,-0.05095,Third tier,4daf4a,England
Oldham Athletic,53.555278,-2.128611,Third tier,4daf4a,England
Peterborough United,52.564697,-0.240406,Third tier,4daf4a,England
Port Vale,53.049722,-2.1925,Third tier,4daf4a,England
Rochdale,53.620833,-2.18,Third tier,4daf4a,England
Scunthorpe United,53.586725,-0.695267,Third tier,4daf4a,England
Sheffield United,53.370278,-1.470833,Third tier,4daf4a,England
Shrewsbury Town,52.68863,-2.74933,Third tier,4daf4a,England
Southend United,51.549017,0.701558,Third tier,4daf4a,England
Swindon Town,51.564444,-1.770556,Third tier,4daf4a,England
Walsall,52.565433,-1.990706,Third tier,4daf4a,England
Wigan Athletic,53.547778,-2.653889,Third tier,4daf4a,England
Accrington Stanley FC,53.765400812,-2.3710620403,Fourth tier,984ea3,England
AFC Wimbledon,51.4050822727,-0.2819645405,Fourth tier,984ea3,England
Barnet FC,51.6461728366,-0.1917886734,Fourth tier,984ea3,England
Bristol Rovers FC,51.486225118,-2.5831483305,Fourth tier,984ea3,England
Cambridge United FC,52.2121117259,0.1541499048,Fourth tier,984ea3,England
Carlisle United FC,54.8955138898,-2.9136112332,Fourth tier,984ea3,England
Crawley Town FC,51.099705388,-0.1947686076,Fourth tier,984ea3,England
Dagenham & Redbridge FC,51.5478087164,0.1598542929,Fourth tier,984ea3,England
Exeter City FC,50.7307162551,-3.5211530328,Fourth tier,984ea3,England
Hartlepool United FC,54.6890923954,-1.212695092,Fourth tier,984ea3,England
Leyton Orient FC,51.5601449603,-0.0126747787,Fourth tier,984ea3,England
Luton Town FC,51.8842266003,-0.4317820072,Fourth tier,984ea3,England
Mansfield Town FC,53.1380567218,-1.2007766962,Fourth tier,984ea3,England
Morecambe FC,54.0616485384,-2.8670990467,Fourth tier,984ea3,England
Newport County AFC,51.5737956487,-2.9593777657,Fourth tier,984ea3,England
Northampton Town FC,52.2351853563,-0.9335696697,Fourth tier,984ea3,England
Notts County FC,52.9426332032,-1.137188226,Fourth tier,984ea3,England
Oxford United FC,51.7164871097,-1.2079395354,Fourth tier,984ea3,England
Plymouth Argyle FC,50.3881371358,-4.1508579254,Fourth tier,984ea3,England
Portsmouth FC,50.7963467135,-1.0638043284,Fourth tier,984ea3,England
Stevenage FC,51.8898221806,-0.1936662197,Fourth tier,984ea3,England
Wycombe Wanderers FC,51.6305593435,-0.8002115786,Fourth tier,984ea3,England
Yeovil Town FC,50.950275953,-2.6740336418,Fourth tier,984ea3,England
York City FC,53.9693121196,-1.0882902145,Fourth tier,984ea3,England
Tranmere Rovers FC,53.3737475304,-3.0325484276,Fifth tier,ff7f00,England
Wrexham FC,53.0519406824,-3.0038192868,Fifth tier,ff7f00,England
Torquay United FC,50.4764173556,-3.5238325596,Fifth tier,ff7f00,England
Grimsby Town FC,53.5702083626,-0.0465524197,Fifth tier,ff7f00,England
Lincoln City FC,53.2183428484,-0.5409049988,Fifth tier,ff7f00,England
Cheltenham Town FC,51.9061662245,-2.0601966977,Fifth tier,ff7f00,England
Macclesfield Town FC,53.2428565261,-2.1272706985,Fifth tier,ff7f00,England
Kidderminster Harriers FC,52.3804850325,-2.242653966,Fifth tier,ff7f00,England
Aldershot Town FC,51.2483931712,-0.7548004389,Fifth tier,ff7f00,England
Woking FC,51.3062944005,-0.5589133501,Fifth tier,ff7f00,England
Forest Green Rovers FC,51.6989985734,-2.2379332781,Fifth tier,ff7f00,England
FC Halifax Town,53.7161092838,-1.85913831,Fifth tier,ff7f00,England
Southport FC,53.6380960943,-2.9788666964,Fifth tier,ff7f00,England
Altrincham FC,53.3834083588,-2.3351848125,Fifth tier,ff7f00,England
Barrow AFC,54.1232683986,-3.2349640131,Fifth tier,ff7f00,England
Welling United FC,51.4603151691,0.1165232062,Fifth tier,ff7f00,England
Eastleigh FC,50.9522968825,-1.3720303774,Fifth tier,ff7f00,England
Gateshead FC,54.9610103176,-1.5796762705,Fifth tier,ff7f00,England
Guiseley AFC,53.8771975906,-1.7194622755,Fifth tier,ff7f00,England
Braintree Town FC,51.875288782,0.5729520321,Fifth tier,ff7f00,England
Bromley FC,51.3900980795,0.0210553408,Fifth tier,ff7f00,England
Dover Athletic FC,51.137812998,1.2848854065,Fifth tier,ff7f00,England
Boreham Wood FC,51.6619348538,-0.2723836899,Fifth tier,ff7f00,England
Chester FC,53.1892061869,-2.9235112667,Fifth tier,ff7f00,England
Flora,59.421292,24.73205,First tier,e41a1c,Estonia
Infonet,59.420727,24.734196,First tier,e41a1c,Estonia
Levadia,59.434472,24.783444,First tier,e41a1c,Estonia
Narva Trans,59.36347,28.18465,First tier,e41a1c,Estonia
Nõmme Kalju,59.385456,24.659603,First tier,e41a1c,Estonia
Paide,58.87845,25.54063,First tier,e41a1c,Estonia
Pärnu,58.374865,24.503185,First tier,e41a1c,Estonia
Sillamäe Kalev,59.394967,27.772594,First tier,e41a1c,Estonia
Tammeka,58.366536,26.713728,First tier,e41a1c,Estonia
Viljandi Tulevik,58.361156,25.607033,First tier,e41a1c,Estonia
FC Inter,60.442778,22.291667,First tier,e41a1c,Finland
FC Lahti,60.983056,25.634167,First tier,e41a1c,Finland
FF Jaro,63.673499,22.695483,First tier,e41a1c,Finland
HIFK / HJK,60.187721,24.922757,First tier,e41a1c,Finland
IFK Mariehamn,60.102222,19.935278,First tier,e41a1c,Finland
Ilves,61.500278,23.785278,First tier,e41a1c,Finland
KTP,60.4575,26.939722,First tier,e41a1c,Finland
KuPS,62.884637,27.671788,First tier,e41a1c,Finland
RoPS,66.499913,25.72172,First tier,e41a1c,Finland
SJK,62.782265,22.851562,First tier,e41a1c,Finland
VPS,63.085278,21.627778,First tier,e41a1c,Finland
Angers,47.460428,-0.530783,First tier,e41a1c,France
Bastia,42.651459,9.442748,First tier,e41a1c,France
Bordeaux,44.897373,-0.561542,First tier,e41a1c,France
Caen,49.179498,-0.396731,First tier,e41a1c,France
Gazélec Ajaccio,41.951343,8.772056,First tier,e41a1c,France
Guingamp,48.566125,-3.164384,First tier,e41a1c,France
Lille,50.61195,3.130501,First tier,e41a1c,France
Lorient,47.748771,-3.369272,First tier,e41a1c,France
Lyon,45.723688,4.832226,First tier,e41a1c,France
Marseille,43.269792,5.396005,First tier,e41a1c,France
Monaco,43.727529,7.415546,First tier,e41a1c,France
Montpellier,43.622108,3.812016,First tier,e41a1c,France
Nantes,47.256049,-1.524739,First tier,e41a1c,France
Nice,43.705032,7.192608,First tier,e41a1c,France
Paris Saint-Germain,48.841425,2.253081,First tier,e41a1c,France
Reims,49.247152,4.02473,First tier,e41a1c,France
Rennes,48.107439,-1.712945,First tier,e41a1c,France
Saint-Étienne,45.460736,4.39017,First tier,e41a1c,France
Toulouse,43.583317,1.434069,First tier,e41a1c,France
Troyes,48.307499,4.098518,First tier,e41a1c,France
A.C. Ajaccio,41.93088998,8.776767254,Second tier,377eb8,France
AS Nancy-Lorraine,48.69559025,6.210300922,Second tier,377eb8,France
Association Jeunesse Auxerroise,47.78683535,3.588516712,Second tier,377eb8,France
Chamois Niortais FC,46.31716217,-0.4897069931,Second tier,377eb8,France
Clermont Foot 63,45.81580835,3.12166214,Second tier,377eb8,France
Dijon F. Cote d'Or,47.32438147,5.068323612,Second tier,377eb8,France
Evian Thonon Gaillard FC,45.91654941,6.11805439,Second tier,377eb8,France
FC Bourg-Péronnas,46.59510366,4.055966735,Second tier,377eb8,France
FC Metz,49.10978863,6.159448922,Second tier,377eb8,France
Le Havre A.C.,49.49855593,0.1703953743,Second tier,377eb8,France
Nîmes Olympique,43.81603117,4.359260201,Second tier,377eb8,France
Paris FC,48.81851748,2.346643209,Second tier,377eb8,France
Racing Club de Lens,50.43286676,2.81494081,Second tier,377eb8,France
Red Star,49.43157528,2.113816738,Second tier,377eb8,France
Sochaux-Montbéliard,47.51248701,6.811180115,Second tier,377eb8,France
Stade Brestois 29,48.40288168,-4.461457729,Second tier,377eb8,France
Stade Lavallois Mayenne FC,48.08242264,-0.7548379898,Second tier,377eb8,France
Tours,47.37609639,0.7282841206,Second tier,377eb8,France
US Créteil-Lusitanos,48.76797831,2.461570501,Second tier,377eb8,France
Valenciennes,50.3480556,3.5330556,Second tier,377eb8,France
Amiens Sp.C. Picardie,49.8942006993,2.2633203864,Third tier,4daf4a,France
AS Béziers,43.3315656715,3.2249057293,Third tier,4daf4a,France
ASM Belfortaine FC,47.655310517,6.8558764458,Third tier,4daf4a,France
Cercle Athlétique Bastiais,42.6514396149,9.4426739216,Third tier,4daf4a,France
CS Sedan Ardennes,49.6941463789,4.9387943745,Third tier,4daf4a,France
Étoile Fréjus Saint-Raphaël FC,43.4364011482,6.7411315441,Third tier,4daf4a,France
FC Chambly-Thelle,49.177221855,2.231490612,Third tier,4daf4a,France
GS Consolat Marseille,43.374406764,5.3618887067,Third tier,4daf4a,France
La Berrichonne de Châteauroux,46.8019799693,1.7216455936,Third tier,4daf4a,France
R.C. Strasbourg Alsace,48.5600687239,7.7551567554,Third tier,4daf4a,France
Sports Réunis Colmar,48.0874038234,7.3764288425,Third tier,4daf4a,France
Stade Athletique Spinalien Épinal,48.1786280911,6.4669883251,Third tier,4daf4a,France
U.S. Boulogne Côte d\'Opale,50.7236267765,1.6195124388,Third tier,4daf4a,France
US Avranches Mont-Saint-Michel,48.680714771,-1.359193325,Third tier,4daf4a,France
US du Littoral de Dunkerque,51.0351333266,2.3896658421,Third tier,4daf4a,France
US Orléans Loiret,47.8406845548,1.9416806102,Third tier,4daf4a,France
Vendée Les Herbiers Football,46.8774759252,-1.0098946095,Third tier,4daf4a,France
Vendée Luçon Football,46.4526570317,-1.1727261543,Third tier,4daf4a,France
FC Chikhura Sachkhere,42.2550142547,42.6830863953,First tier,e41a1c,Georgia
FC Dila Gori,41.9831010552,44.1037988663,First tier,e41a1c,Georgia
FC Dinamo Batumi,41.8129948263,41.774418354,First tier,e41a1c,Georgia
FC Dinamo Tbilisi,41.7230074334,44.7897255421,First tier,e41a1c,Georgia
FC Guria Lanchkhuti / FC Kolkheti 1913 Poti,42.1426358499,41.6656011343,First tier,e41a1c,Georgia
FC Lokomotivi Tbilisi,41.9111353771,44.7682246434,First tier,e41a1c,Georgia
FC Merani Martvili / FC Samtredia,42.1608625262,42.330622673,First tier,e41a1c,Georgia
FC Saburtalo Tbilisi,41.7274995916,44.7521477938,First tier,e41a1c,Georgia
FC Sapovnela Terjola,42.1697703959,42.9645933914,First tier,e41a1c,Georgia
FC Shukura Kobuleti,41.8129948263,41.774418354,First tier,e41a1c,Georgia
FC Sioni Bolnisi,41.7098094018,44.7461825609,First tier,e41a1c,Georgia
FC Torpedo Kutaisi,42.2550142547,42.6830863953,First tier,e41a1c,Georgia
FC Tskhinvali,41.7098094018,44.7461825609,First tier,e41a1c,Georgia
FC Zugdidi,42.3978742943,41.557996273,First tier,e41a1c,Georgia
1. FC Köln,50.933451,6.875144,First tier,e41a1c,Germany
1899 Hoffenheim,49.238,8.887728,First tier,e41a1c,Germany
Bayer Leverkusen,51.038219,7.002224,First tier,e41a1c,Germany
Bayern Munich,48.218768,11.624847,First tier,e41a1c,Germany
Borussia Dortmund,51.492565,7.451911,First tier,e41a1c,Germany
Borussia Mönchengladbach,51.174566,6.385441,First tier,e41a1c,Germany
Darmstadt 98,49.857689,8.672343,First tier,e41a1c,Germany
Eintracht Frankfurt,50.068594,8.645598,First tier,e41a1c,Germany
FC Augsburg,48.323092,10.88595,First tier,e41a1c,Germany
Hamburger SV,53.58715,9.898783,First tier,e41a1c,Germany
Hannover 96,52.359972,9.731162,First tier,e41a1c,Germany
Hertha BSC,52.514674,13.239466,First tier,e41a1c,Germany
Ingolstadt 04,48.745426,11.485487,First tier,e41a1c,Germany
Mainz 05,49.983939,8.224463,First tier,e41a1c,Germany
Schalke 04,51.554608,7.067558,First tier,e41a1c,Germany
VfB Stuttgart,48.792268,9.232091,First tier,e41a1c,Germany
VfL Wolfsburg,52.432603,10.803921,First tier,e41a1c,Germany
Werder Bremen,53.066413,8.837612,First tier,e41a1c,Germany
1. FC Heidenheim,48.668486,10.139314,Second tier,377eb8,Germany
1. FC Heidenheim,48.66849734,10.13930798,Second tier,377eb8,Germany
1. FC Kaiserslautern,49.434722,7.776667,Second tier,377eb8,Germany
1. FC Kaiserslautern,49.43471159,7.776432037,Second tier,377eb8,Germany
1. FC Nürnberg,49.426111,11.125833,Second tier,377eb8,Germany
1. FC Nürnberg,49.42623149,11.12572856,Second tier,377eb8,Germany
1. FC Union Berlin,52.457222,13.568056,Second tier,377eb8,Germany
1. FC Union Berlin,52.45739539,13.56812596,Second tier,377eb8,Germany
1860 Munich,48.218768,11.624847,Second tier,377eb8,Germany
1860 Munich,48.21877905,11.62474349,Second tier,377eb8,Germany
Arminia Bielefeld,52.031986,8.51674,Second tier,377eb8,Germany
Arminia Bielefeld,52.03197058,8.516786098,Second tier,377eb8,Germany
Eintracht Braunschweig,52.29,10.521667,Second tier,377eb8,Germany
Eintracht Braunschweig,52.29011417,10.52155495,Second tier,377eb8,Germany
FC St. Pauli,53.554583,9.967667,Second tier,377eb8,Germany
FC St. Pauli,53.55457776,9.967689514,Second tier,377eb8,Germany
Fortuna Düsseldorf,51.261667,6.733056,Second tier,377eb8,Germany
Fortuna Düsseldorf,51.2615456,6.733181477,Second tier,377eb8,Germany
FSV Frankfurt,50.128056,8.723333,Second tier,377eb8,Germany
FSV Frankfurt,50.1281307,8.723273277,Second tier,377eb8,Germany
Karlsruher SC,49.02,8.413056,Second tier,377eb8,Germany
Karlsruher SC,49.02006015,8.413185105,Second tier,377eb8,Germany
MSV Duisburg,51.409033,6.778664,Second tier,377eb8,Germany
MSV Duisburg,51.40899068,51.40899068,Second tier,377eb8,Germany
RB Leipzig,51.345794,12.348219,Second tier,377eb8,Germany
RB Leipzig,51.34577614,12.34828949,Second tier,377eb8,Germany
SC Freiburg,47.988889,7.893056,Second tier,377eb8,Germany
SC Freiburg,47.98894871,7.892941833,Second tier,377eb8,Germany
SC Paderborn 07,51.730722,8.711056,Second tier,377eb8,Germany
SC Paderborn 07,51.73076944,8.711031675,Second tier,377eb8,Germany
SpVgg Greuther Fürth,49.486944,10.999167,Second tier,377eb8,Germany
SpVgg Greuther Fürth,49.48696673,10.99925637,Second tier,377eb8,Germany
SV Sandhausen,49.332083,8.647667,Second tier,377eb8,Germany
SV Sandhausen,49.33208971,8.647677898,Second tier,377eb8,Germany
VfL Bochum,51.489881,7.236544,Second tier,377eb8,Germany
VfL Bochum,51.48988108,7.23653689,Second tier,377eb8,Germany
1. FC Magdeburg,52.12514987,11.67078495,Third tier,4daf4a,Germany
1. FC Magdeburg,52.1251498708,11.6707849503,Third tier,4daf4a,Germany
Chemnitzer FC,50.84216019,12.94566572,Third tier,4daf4a,Germany
Chemnitzer FC,50.8421601872,12.9456657171,Third tier,4daf4a,Germany
Dynamo Dresden,51.04100938,13.74827385,Third tier,4daf4a,Germany
Energie Cottbus,51.75159002,14.34554815,Third tier,4daf4a,Germany
FC Energie Cottbus,51.7515900242,14.3455481529,Third tier,4daf4a,Germany
FC Erzgebirge Aue,50.59774127,12.71124601,Third tier,4daf4a,Germany
FC Erzgebirge Aue,50.5977412689,12.7112460136,Third tier,4daf4a,Germany
FC Hansa Rostock,54.0849563,12.0951372385,Third tier,4daf4a,Germany
FC Rot-Weiß Erfurt,50.9602107809,11.0372632742,Third tier,4daf4a,Germany
FC Würzburger Kickers,49.7671572302,9.9329710007,Third tier,4daf4a,Germany
Hallescher FC,51.46542782,11.96219623,Third tier,4daf4a,Germany
Hallescher FC,51.4654278209,11.9621962309,Third tier,4daf4a,Germany
Hansa Rostock,54.0849563,12.09513724,Third tier,4daf4a,Germany
Kieler SV Holstein 1900,54.34913277,10.12365729,Third tier,4daf4a,Germany
Kieler SV Holstein 1900,54.3491327684,10.1236572862,Third tier,4daf4a,Germany
Rot-Weiß Erfurt,50.96021078,11.03726327,Third tier,4daf4a,Germany
SC Fortuna Köln,50.91743029,6.943614185,Third tier,4daf4a,Germany
SC Fortuna Köln,50.9174302941,6.9436141849,Third tier,4daf4a,Germany
SC Preußen 06 Münster,51.92978548,7.624592185,Third tier,4daf4a,Germany
SC Preußen 06 Münster,51.9297854772,7.624592185,Third tier,4daf4a,Germany
SG Dynamo Dresden,51.0410093831,13.7482738495,Third tier,4daf4a,Germany
SG Sonnenhof Großaspach,48.9804599181,9.3930906057,Third tier,4daf4a,Germany
Sonnenhof Großaspach,48.98045992,9.393090606,Third tier,4daf4a,Germany
Stuttgarter Kickers,48.75397924,9.188349545,Third tier,4daf4a,Germany
SV Stuttgarter Kickers,48.7539792415,9.188349545,Third tier,4daf4a,Germany
SV Wehen Wiesbaden,50.0712298882,8.2566332817,Third tier,4daf4a,Germany
VfL Osnabrück,52.28080765,8.071249723,Third tier,4daf4a,Germany
VfL Osnabrück,52.2808076534,8.0712497234,Third tier,4daf4a,Germany
VfR Aalen 1921,48.84050755,10.07219911,Third tier,4daf4a,Germany
VfR Aalen 1921,48.8405075458,10.0721991062,Third tier,4daf4a,Germany
Wehen Wiesbaden,50.07122989,8.256633282,Third tier,4daf4a,Germany
Würzburger Kickers,49.76715723,9.932971001,Third tier,4daf4a,Germany
Accra Great Olympics,5.551531,-0.191767,First tier,e41a1c,Ghana
Aduana Stars FC,7.2653308835,-2.865446806,First tier,e41a1c,Ghana
Asante Kotoko FC,6.6826697192,-1.6051411629,First tier,e41a1c,Ghana
Ashanti Gold Sporting Club,6.2089276362,-1.6776412725,First tier,e41a1c,Ghana
